station_id,stratum,stratum2,Latitude,Longitude
4426,Outer shelf (120-200 m),South San Diego Shelf,32.82544,-117.36599
4436,LA Estuaries,Dominguez Channel,33.80886,-118.22874
4440,LA Estuaries,Los Angeles River Estuary,33.76554,-118.20633
4442,Ports/Bays/Harbors,San Diego Bay,32.63392,-117.13643
4446,Channel Islands (5-200 m),Island Shelves,33.45058,-119.06927
4453,Channel Islands (5-200 m),Island Shelves,33.94977,-120.23714
4456,LA Estuaries,Los Alamitos Estuary,33.76621,-118.11363
4458,Outer shelf (120-200 m),South San Diego Shelf,32.5977,-117.35125
4459,Outer shelf (120-200 m),Hueneme to Dume,33.99,-119.00569
4468,LA Estuaries,Los Angeles River Estuary,33.78465,-118.20621
4479,Outer shelf (120-200 m),Santa Monica Bay,33.88924,-118.63924
4481,Channel Islands (5-200 m),Island Shelves,34.09643,-120.12385
4483,Outer shelf (120-200 m),East Santa Barbara Channel,34.09272,-119.27199
4485,Channel Islands (5-200 m),Island Shelves,34.00955,-120.27667
4490,Outer shelf (120-200 m),South San Diego Shelf,32.71589,-117.3442
4494,Estuaries,Talbert Marsh,33.63788,-117.96433
4497,Channel Islands (5-200 m),Island Shelves,33.94015,-119.92154
4505,Channel Islands (5-200 m),Island Shelves,34.07543,-119.86829
4508,LA Estuaries,San Gabriel River Estuary,33.77293,-118.09848
4510,Outer shelf (120-200 m),South San Diego Shelf,32.64003,-117.35504
4512,Outer shelf (120-200 m),San Pedro Shelf,33.55676,-118.15072
4517,Channel Islands (5-200 m),Island Shelves,34.09591,-120.50944
4520,LA Estuaries,San Gabriel River Estuary,33.75612,-118.10125
4522,Special-San Diego,South San Diego Shelf,32.66187,-117.44736
4524,Outer shelf (120-200 m),Santa Monica Bay,33.83328,-118.42269
4528,LA Estuaries,Dominguez Channel,33.78038,-118.23909
4529,Channel Islands (5-200 m),Island Shelves,34.04678,-119.43864
4532,LA Estuaries,Dominguez Channel,33.82561,-118.24514
4545,Channel Islands (5-200 m),Island Shelves,34.13421,-119.9578
4547,Channel Islands (5-200 m),Island Shelves,34.03336,-119.31644
4549,Channel Islands (5-200 m),Island Shelves,34.06776,-120.40062
4559,Outer shelf (120-200 m),San Pedro Shelf,33.55641,-117.97596
4561,Channel Islands (5-200 m),Island Shelves,33.82683,-120.07563
4563,Outer shelf (120-200 m),Santa Monica Bay,33.93041,-118.58419
4564,LA Estuaries,Los Angeles River Estuary,33.79483,-118.20617
4569,Channel Islands (5-200 m),Island Shelves,33.94503,-119.8449
4574,Channel Islands (5-200 m),Island Shelves,33.45741,-119.10557
4575,Outer shelf (120-200 m),Santa Monica Bay,33.98863,-118.8061
4581,Channel Islands (5-200 m),Island Shelves,34.16654,-120.60963
4600,LA Estuaries,Los Angeles River Estuary,33.77379,-118.20631
4613,Channel Islands (5-200 m),Island Shelves,34.10742,-120.20488
4625,Channel Islands (5-200 m),Island Shelves,33.99271,-119.97836
4633,Channel Islands (5-200 m),Island Shelves,34.08035,-119.65596
4636,LA Estuaries,Los Alamitos Estuary,33.7754,-118.10424
4645,Channel Islands (5-200 m),Island Shelves,34.10532,-120.51568
4657,Channel Islands (5-200 m),Island Shelves,34.05698,-119.47359
4673,Channel Islands (5-200 m),Island Shelves,33.942,-119.82592
4677,Channel Islands (5-200 m),Island Shelves,34.0126,-120.39322
4683,LA Estuaries,Malibu Lagoon,34.03278,-118.68477
4695,Estuaries,Tijuana River Estuary,32.55659,-117.12814
4697,Channel Islands (5-200 m),Island Shelves,33.97551,-119.88065
4709,Channel Islands (5-200 m),Island Shelves,33.90744,-120.23825
4728,LA Estuaries,Los Angeles River Estuary,33.77259,-118.2053
4741,Channel Islands (5-200 m),Island Shelves,34.12641,-120.27827
4778,Special-San Diego,South San Diego Shelf,33.77996,-118.20608
4788,LA Estuaries,Los Angeles River Estuary,33.77996,-118.20608
4810,Special-San Diego,South San Diego Shelf,32.75143,-117.38699
4852,LA Estuaries,Dominguez Channel,33.80323,-118.22836
4856,LA Estuaries,Los Angeles River Estuary,33.76993,-118.20629
4913,Channel Islands (5-200 m),Island Shelves,33.96249,-119.58506
4939,LA Estuaries,Malibu Lagoon,34.03254,-118.68137
4948,LA Estuaries,Dominguez Channel,33.78574,-118.2355
4999,Estuaries,Goleta Slough,34.42938,-119.91306
5002,Special-San Diego,South San Diego Shelf,32.78442,-117.39021
5012,LA Estuaries,Dominguez Channel,33.81636,-118.23644
5014,Estuaries,Anaheim Bay Estuary,33.74025,-118.08426
5034,Special-San Diego,South San Diego Shelf,32.65973,-117.41446
5108,LA Estuaries,Dominguez Channel,33.80261,-118.22818
5301,Estuaries,Penasquitos Lagoon,32.93171,-117.2533
5336,Estuaries,Ventura River Estuary,34.27633,-119.30855
5723,LA Estuaries,Ballona Creek Estuary,33.97367,-118.43657
5731,LA Estuaries,Ballona Creek Estuary,33.97094,-118.44124
5735,LA Estuaries,Ballona Creek Estuary,33.96727,-118.44781
5739,LA Estuaries,Malibu Lagoon,34.03451,-118.68188
5763,LA Estuaries,Ballona Creek Estuary,33.97224,-118.4388
5767,LA Estuaries,Ballona Creek Estuary,33.96568,-118.45023
5771,LA Estuaries,Malibu Lagoon,34.03279,-118.68459
5787,LA Estuaries,Ballona Creek Estuary,33.96347,-118.4554
657,,,34.39687,-120.41969
664,,,34.21662,-119.29542
665,,,34.24629,-119.42074
679,,,34.01831,-118.58917
681,,,34.02343,-118.92846
682,,,34.04767,-119.09137
683,,,34.07936,-119.25436
686,,,34.10567,-119.74641
687,,,34.091,-119.9266
701,,,33.89761,-118.46124
708,,,33.91336,-119.58271
709,,,33.89949,-119.74965
718,,,33.70514,-118.11263
719,,,33.70975,-118.24007
720,,,33.73922,-118.43406
737,,,33.52332,-117.80182
738,,,33.55724,-117.92786
739,,,33.58307,-118.08451
757,,,33.41057,-117.75587
762,,,33.41215,-118.589
801,,,33.22167,-117.4542
802,,,33.25,-117.58425
806,,,33.24778,-118.24858
807,,,33.24399,-118.41975
849,,,32.93181,-118.40611
850,,,32.91137,-118.59433
859,,,32.68105,-117.14721
A2,Special-Oceanside,North San Diego Shelf,34.28726,-119.39814
B03W001,Special-Water Quality,,32.51667,-117.25333
B03W002,Special-Water Quality,,32.52079,-117.19416
B03W003,Special-Water Quality,,32.52108,-117.17251
B03W004,Special-Water Quality,,32.52027,-117.15078
B03W005,Special-Water Quality,,32.51767,-117.12887
B03W006,Special-Water Quality,,32.50063,-117.21224
B03W007,Special-Water Quality,,32.50215,-117.17331
B03W008,Special-Water Quality,,32.50171,-117.15131
B03W009,Special-Water Quality,,32.49911,-117.12964
B03W010,Special-Water Quality,,32.48321,-117.17239
B03W011,Special-Water Quality,,32.48367,-117.15076
B03W012,Special-Water Quality,,32.48047,-117.12946
B03W013,Special-Water Quality,,32.557,-117.257
B03W014,Special-Water Quality,,32.53617,-117.16117
B03W015,Special-Water Quality,,32.53633,-117.12883
B03W016,Special-Water Quality,,32.55383,-117.13617
B03W017,Special-Water Quality,,32.56117,-117.14783
B03W018,Special-Water Quality,,32.55083,-117.165
B03W019,Special-Water Quality,,32.55333,-117.18467
B03W020,Special-Water Quality,,32.57233,-117.1675
B03W021,Special-Water Quality,,32.57417,-117.19083
B03W022,Special-Water Quality,,32.59467,-117.13783
B03W023,Special-Water Quality,,32.5955,-117.17217
B03W024,Special-Water Quality,,32.59533,-117.19717
B03W025,Special-Water Quality,,33.58018,-117.8594
B03W026,Special-Water Quality,,33.57205,-117.86407
B03W027,Special-Water Quality,,33.56393,-117.86872
B03W028,Special-Water Quality,,33.5492,-117.87762
B03W029,Special-Water Quality,,33.58892,-117.8782
B03W030,Special-Water Quality,,33.57925,-117.8838
B03W031,Special-Water Quality,,33.57608,-117.88573
B03W032,Special-Water Quality,,33.55982,-117.89513
B03W033,Special-Water Quality,,33.59618,-117.89803
B03W034,Special-Water Quality,,33.58805,-117.9027
B03W035,Special-Water Quality,,33.57993,-117.90737
B03W036,Special-Water Quality,,33.56352,-117.91718
B03W037,Special-Water Quality,,33.60305,-117.92915
B03W038,Special-Water Quality,,33.59385,-117.93677
B03W039,Special-Water Quality,,33.58482,-117.94463
B03W040,Special-Water Quality,,33.56998,-117.9569
B03W041,Special-Water Quality,,33.62488,-117.96385
B03W042,Special-Water Quality,,33.61502,-117.9719
B03W043,Special-Water Quality,,33.60522,-117.98017
B03W044,Special-Water Quality,,33.59038,-117.99243
B03W045,Special-Water Quality,,33.57557,-118.0047
B03W046,Special-Water Quality,,33.64287,-118.00107
B03W047,Special-Water Quality,,33.63422,-118.00825
B03W048,Special-Water Quality,,33.62562,-118.0156
B03W049,Special-Water Quality,,33.61082,-118.0279
B03W050,Special-Water Quality,,33.596,-118.0402
B03W051,Special-Water Quality,,33.66533,-118.03505
B03W052,Special-Water Quality,,33.6557,-118.04322
B03W053,Special-Water Quality,,33.64608,-118.0512
B03W054,Special-Water Quality,,33.63125,-118.06347
B03W055,Special-Water Quality,,33.61643,-118.07573
B03W056,Special-Water Quality,,33.69125,-118.06573
B03W057,Special-Water Quality,,33.67898,-118.0764
B03W058,Special-Water Quality,,33.66645,-118.08673
B03W059,Special-Water Quality,,33.65163,-118.0991
B03W060,Special-Water Quality,,33.63683,-118.11125
B03W061,Special-Water Quality,,33.72787,-118.12025
B03W062,Special-Water Quality,,33.69904,-118.12779
B03W063,Special-Water Quality,,33.67021,-118.13533
B03W064,Special-Water Quality,,33.64139,-118.14287
B03W065,Special-Water Quality,,33.72993,-118.11792
B03W066,Special-Water Quality,,33.7285,-118.1393
B03W067,Special-Water Quality,,33.72043,-118.18426
B03W068,Special-Water Quality,,33.69398,-118.1905
B03W069,Special-Water Quality,,33.66752,-118.19674
B03W070,Special-Water Quality,,33.64107,-118.20299
B03W071,Special-Water Quality,,33.70775,-118.24666
B03W072,Special-Water Quality,,33.68864,-118.25112
B03W073,Special-Water Quality,,33.66953,-118.25559
B03W074,Special-Water Quality,,33.65042,-118.26005
B03W075,Special-Water Quality,,33.70288,-118.28438
B03W076,Special-Water Quality,,33.69327,-118.28908
B03W077,Special-Water Quality,,33.66845,-118.2968
B03W078,Special-Water Quality,,33.65767,-118.30128
B03W079,Special-Water Quality,,33.7677,-118.2503
B03W080,Special-Water Quality,,33.7188,-118.2685
B03W081,Special-Water Quality,,33.7104,-118.2614
B03W082,Special-Water Quality,,33.7163,-118.2382
B03W083,Special-Water Quality,,33.7264,-118.213
B03W084,Special-Water Quality,,33.7298,-118.1726
B03W085,Special-Water Quality,,33.7589,-118.1963
B03W086,Special-Water Quality,,33.9025,-118.4325
B03W087,Special-Water Quality,,33.9011,-118.46
B03W088,Special-Water Quality,,33.93138,-118.44805
B03W089,Special-Water Quality,,33.92388,-118.4725
B03W090,Special-Water Quality,,33.91666,-118.49416
B03W091,Special-Water Quality,,33.9517,-118.461
B03W092,Special-Water Quality,,33.9434,-118.48
B03W093,Special-Water Quality,,33.95555,-118.47776
B03W094,Special-Water Quality,,33.94026,-118.50976
B03W095,Special-Water Quality,,33.9671,-118.472
B03W096,Special-Water Quality,,33.9588,-118.492
B03W097,Special-Water Quality,,33.9861,-118.4861
B03W098,Special-Water Quality,,33.97416,-118.51
B03W099,Special-Water Quality,,33.96666,-118.52555
B03W100,Special-Water Quality,,34.00335,-118.49872
B03W101,Special-Water Quality,,33.9887,-118.5273
B03W102,Special-Water Quality,,33.95944,-118.45972
B03W103,Special-Water Quality,,34.28705,-119.41951
B03W104,Special-Water Quality,,34.28726,-119.39814
B03W105,Special-Water Quality,,34.28705,-119.37652
B03W106,Special-Water Quality,,34.28705,-119.35516
B03W107,Special-Water Quality,,34.28726,-119.33329
B03W108,Special-Water Quality,,34.27036,-119.41951
B03W109,Special-Water Quality,,34.27036,-119.39814
B03W110,Special-Water Quality,,34.27057,-119.37627
B03W111,Special-Water Quality,,34.27036,-119.35466
B03W112,Special-Water Quality,,34.26988,-119.33196
B03W113,Special-Water Quality,,34.27024,-119.31132
B03W114,Special-Water Quality,,34.26988,-119.28949
B03W115,Special-Water Quality,,34.2522,-119.42
B03W116,Special-Water Quality,,34.2522,-119.39814
B03W117,Special-Water Quality,,34.2522,-119.37627
B03W118,Special-Water Quality,,34.25241,-119.35466
B03W119,Special-Water Quality,,34.25148,-119.33218
B03W120,Special-Water Quality,,34.25157,-119.31132
B03W121,Special-Water Quality,,34.25202,-119.28992
B03W122,Special-Water Quality,,34.23443,-119.42005
B03W123,Special-Water Quality,,34.23443,-119.39789
B03W124,Special-Water Quality,,34.23425,-119.37616
B03W125,Special-Water Quality,,34.23425,-119.35444
B03W126,Special-Water Quality,,34.23398,-119.33228
B03W127,Special-Water Quality,,34.2338,-119.31121
B03W128,Special-Water Quality,,34.23412,-119.28981
B03W129,Special-Water Quality,,34.23407,-119.26808
B03W130,Special-Water Quality,,34.21828,-119.41951
B03W131,Special-Water Quality,,34.21828,-119.39745
B03W132,Special-Water Quality,,34.21819,-119.37616
B03W133,Special-Water Quality,,34.2181,-119.35422
B03W134,Special-Water Quality,,34.21783,-119.3325
B03W135,Special-Water Quality,,34.21792,-119.3111
B03W136,Special-Water Quality,,34.21801,-119.28971
B03W137,Special-Water Quality,,34.21819,-119.26841
B03W138,Special-Water Quality,,34.20086,-119.41896
B03W139,Special-Water Quality,,34.20077,-119.39724
B03W140,Special-Water Quality,,34.20068,-119.37584
B03W141,Special-Water Quality,,34.20059,-119.354
B03W142,Special-Water Quality,,34.20059,-119.3325
B03W143,Special-Water Quality,,34.20041,-119.31078
B03W144,Special-Water Quality,,34.20041,-119.28937
B03W145,Special-Water Quality,,34.20023,-119.26776
B03W146,Special-Water Quality,,34.18281,-119.41809
B03W147,Special-Water Quality,,34.18262,-119.3968
B03W148,Special-Water Quality,,34.18281,-119.37508
B03W149,Special-Water Quality,,34.18281,-119.35357
B03W150,Special-Water Quality,,34.18281,-119.33272
B03W151,Special-Water Quality,,34.18281,-119.311
B03W152,Special-Water Quality,,34.18262,-119.2897
B03W153,Special-Water Quality,,34.18244,-119.26776
B03W154,Special-Water Quality,,32.72352,-117.27305
B03W155,Special-Water Quality,,32.73855,-117.26515
B03W156,Special-Water Quality,,32.73448,-117.28563
B03W157,Special-Water Quality,,32.74343,-117.30307
B03W158,Special-Water Quality,,32.74535,-117.27728
B03W159,Special-Water Quality,,32.75407,-117.26387
B03W160,Special-Water Quality,,32.7528,-117.28703
B03W161,Special-Water Quality,,32.76018,-117.3058
B03W162,Special-Water Quality,,32.76855,-117.28762
B03W163,Special-Water Quality,,32.7648,-117.27415
B03W164,Special-Water Quality,,32.77447,-117.26193
B03W165,Special-Water Quality,,32.78272,-117.27838
B03W166,Special-Water Quality,,34.16407,-119.39658
B03W167,Special-Water Quality,,34.1638,-119.3527
B03W168,Special-Water Quality,,34.1638,-119.31122
B03W169,Special-Water Quality,,34.1638,-119.2669
B03W170,Special-Water Quality,,32.639,-117.15348
B03W171,Special-Water Quality,,32.6687,-117.18675
B03W172,Special-Water Quality,,32.59513,-117.20273
B03W301,Special-Water Quality,Ventura River,34.2781,-119.315
B03W302,Special-Water Quality,Santa Clara River,34.2315,-119.265
B03W303,Special-Water Quality,Ballona Creek,33.9612,-118.457
B03W304,Special-Water Quality,Los Angeles River,33.7669,-118.206
B03W305,Special-Water Quality,San Gabriel River,33.742,-118.114
B03W306,Special-Water Quality,Santa Ana River,33.6287,-117.957
B03W307,Special-Water Quality,San Diego River,32.7564,-117.25
B03W308,Special-Water Quality,Tijuana River,32.5553,-117.13
BRI-01,Special-BRI,Marina del Rey,33.98292,-118.4558
BRI-02,Special-BRI,Marina del Rey,33.97557,-118.45505
BRI-03,Special-BRI,Los Angeles Harbor,33.73721,-118.26634
BRI-04,Special-BRI,Dominguez Channel,33.77058,-118.24997
BRI-05,Special-BRI,Dominguez Channel,33.77593,-118.24295
BRI-06,Special-BRI,Long Beach Harbor,33.75925,-118.18983
BRI-07,Special-BRI,Newport Bay,33.62085,-117.93623
BRI-08,Special-BRI,Newport Bay,33.61202,-117.92783
BRI-09,Special-BRI,Newport Bay,33.61095,-117.9274
BRI-10,Special-BRI,Newport Bay,33.61443,-117.92697
BRI-11,Special-BRI,Upper Newport Bay,33.64988,-117.87075
BRI-12,Special-BRI,Dana Point,33.46067,-117.69837
BRI-13,Special-BRI,Dana Point,33.45883,-117.69813
BRI-14,Special-BRI,Dana Point,33.46075,-117.69122
BRI-15,Special-BRI,San Diego Bay,32.7265,-117.1945
BRI-16,Special-BRI,San Diego Bay,32.7075,-117.16867
BRI-17,Special-BRI,San Diego Bay,32.69323,-117.14757
BRI-18,Special-BRI,San Diego Bay,32.69283,-117.14583
BRI-19,Special-BRI,San Diego Bay,32.67853,-117.12438
BRI-20,Special-BRI,San Diego Bay,32.67317,-117.11617
CS,Special-Chemistry,,NULL,NULL
MB3,Special-Chemistry,,NULL,NULL
OC,Special-Chemistry,,NULL,NULL
RC14,Special-Chemistry,,NULL,NULL
SPLT1,Special-QAQC,,NULL,NULL
SPLT2,Special-QAQC,,NULL,NULL
